,sugar to flour ratio,sugar index,bake temp,chill time,calories,pH,grams baking soda,bake time,quality,butter type,chocolate,raisins,oats,nuts,peanut butter
3177,0.26,2.3,430,61.0,181.0,8.45,0.63,10.6,8,1,1,0,0,0,0
3178,0.31,1.0,310,22.0,73.0,8.24,0.52,11.3,8,1,1,0,0,0,0
3179,0.26,3.5,350,38.0,111.0,8.18,0.47,13.6,9,1,0,1,0,0,0
3180,0.4,4.6,220,5.0,19.0,8.31,0.37,12.6,5,1,0,1,0,0,0
3181,0.49,7.8,490,62.0,217.0,8.17,0.45,9.4,8,1,1,0,0,0,0
3182,0.25,7.95,420,16.0,108.0,8.44,0.61,10.3,8,1,1,0,0,0,0
3183,0.35,1.8,420,8.0,167.0,8.11,0.41,12.1,8,1,0,1,0,0,0
3184,0.32,1.7,380,27.0,128.0,8.2,0.62,10.2,8,1,1,0,0,0,0
3185,0.37,1.6,670,6.0,10.0,8.23,0.58,11.1,7,0,1,0,0,0,0
3186,0.19,3.2,810,8.0,30.0,8.23,0.58,10.5,6,0,0,1,0,1,0
3187,0.22,16.7,460,38.0,133.0,8.22,0.67,10.4,8,1,0,1,0,0,0
3188,0.3,1.4,640,34.0,166.0,8.11,0.42,11.43333333,8,1,1,0,1,0,0
3189,0.04,2.2,690,8.0,15.0,8.4,0.63,9.4,6,0,0,1,0,1,0
3190,0.37,2.2,750,5.0,13.0,8.22,0.62,9.2,5,0,0,1,0,0,0
3191,0.25,8.0,360,21.0,124.0,8.06,0.38,10.8,8,1,0,1,0,0,0
3192,0.33,1.6,390,27.0,98.0,8.09,0.46,12.3,9,1,1,0,1,0,0
3193,0.65,1.4,460,28.0,157.0,8.33,0.62,9.4,8,1,1,0,1,0,0
3194,0.19,8.3,290,24.0,142.0,8.22,0.45,12.3,8,1,1,0,0,1,0
3195,0.66,2.5,720,6.0,37.0,8.05,0.56,10.0,5,0,0,1,0,1,0
3196,0.3,1.1,470,36.0,131.0,8.26,0.45,10.4,7,1,1,0,0,0,0
3197,0.34,6.4,340,26.0,99.0,8.23,0.41,9.2,8,1,1,0,0,0,0
3198,0.35,1.5,520,51.0,128.0,8.41,0.59,10.4,9,1,1,0,0,0,0
3200,0.38,11.8,550,51.0,170.0,8.34,0.82,8.9,8,1,1,0,0,0,0
3201,0.04,2.2,1190,14.0,56.0,8.21,0.6,10.9,6,0,0,1,0,1,0
3202,0.35,2.4,800,23.0,78.0,8.38,0.62,9.5,5,0,1,0,0,1,0
3203,0.33,10.1,430,28.0,152.0,8.2,0.52,9.4,7,1,1,0,0,1,0
3204,0.29,4.3,510,25.0,142.0,8.16,0.39,10.2,7,1,1,0,0,0,0
3205,0.51,8.0,620,50.0,194.0,8.13,0.5,9.6,7,1,1,0,0,0,0
3206,0.42,8.2,440,60.0,196.0,8.14,0.48,9.4,7,1,1,0,0,0,0
3207,0.38,1.6,440,12.0,113.0,8.3,0.73,11.4,7,1,1,0,0,0,0
3208,0.41,9.4,400,49.0,166.0,8.12,0.61,9.9,8,1,1,0,0,0,0
3209,0.31,1.2,340,53.0,138.0,8.38,0.35,11.5,9,1,1,0,1,0,0
3210,0.31,1.6,490,36.0,127.0,8.6,0.67,10.4,9,1,1,0,1,0,0
3211,0.43,2.3,630,12.0,19.0,8.17,0.81,11.2,7,0,0,1,0,0,0
3212,0.37,5.1,1100,11.0,65.0,8.32,0.64,10.4,6,0,1,0,1,1,0
3213,0.39,1.4,310,47.0,147.0,8.08,0.64,12.9,9,1,1,0,0,0,0
3214,0.4,1.3,530,61.0,146.0,8.17,0.68,11.0,8,1,1,0,1,0,0
3216,0.53,15.1,520,22.0,136.0,7.94,0.35,9.4,7,1,1,0,0,0,0
3217,0.27,6.3,480,30.0,143.0,8.25,0.5,9.1,8,1,1,0,0,0,0
3218,0.29,6.1,460,29.0,134.0,8.48,0.57,10.7,8,1,0,1,0,0,0
3219,0.49,9.9,310,48.0,161.0,8.01,0.28,11.2,8,1,1,0,0,0,0
3220,0.29,2.0,220,33.0,96.0,8.04,0.54,12.8,9,1,1,0,1,0,0
3221,0.22,4.1,360,35.0,131.0,8.26,0.55,13.0,9,1,0,1,0,1,0
3222,0.64,2.1,590,24.0,52.0,8.34,0.71,11.2,6,0,1,0,1,0,0
3223,0.1,6.0,1150,5.0,11.0,8.37,0.69,10.1,7,0,1,0,1,1,0
3224,0.22,2.3,750,13.0,81.0,8.24,0.54,9.5,6,0,0,0,1,1,0
3225,0.33,1.9,280,23.0,93.0,8.34,0.7,12.0,9,1,0,0,1,0,0
3226,0.16,3.1,450,28.0,92.0,8.12,0.35,9.1,8,1,0,1,0,1,0
3227,0.23,1.8,770,23.0,49.0,8.28,0.67,9.3,5,0,0,1,0,0,0
3228,0.38,9.1,440,35.0,127.0,7.97,0.3,11.0,9,1,1,0,0,0,0
3229,0.28,1.3,320,36.0,95.0,8.08,0.64,12.9,9,1,1,0,0,0,0
3230,0.27,15.2,490,75.0,217.0,8.19,0.39,9.9,7,1,1,0,0,0,0
3231,0.53,2.5,910,18.0,80.0,8.37,0.8,9.6,6,0,0,1,0,0,0
3232,0.25,1.1,350,26.0,81.0,8.31,0.52,11.4,8,1,1,0,0,0,0
3233,0.3,6.2,320,24.0,134.0,7.99,0.39,10.9,8,1,0,0,1,0,0
3234,0.29,4.8,700,15.0,39.0,8.53,0.54,11.1,5,0,0,1,1,0,0
3236,0.34,13.7,440,66.0,184.0,8.22,0.75,8.9,7,1,1,0,0,0,0
3237,0.33,1.1,490,28.0,150.0,8.13,0.42,9.3,7,1,1,0,0,0,0
3238,0.31,1.7,350,23.0,110.0,8.07,0.38,10.9,7,1,1,0,0,0,0
3239,0.3,1.6,470,46.0,132.0,8.35,0.38,11.1,9,1,1,0,0,0,0
3240,0.56,16.45,630,52.5,282.0,8.1,0.51,9.3,7,1,1,0,0,0,0
3241,0.41,1.3,440,11.0,126.0,8.28,0.45,10.3,7,1,1,0,0,0,0
3242,0.28,9.4,280,13.0,121.0,8.17,0.34,12.1,8,1,1,0,0,0,0
3243,0.51,4.0,1040,4.0,23.0,8.28,0.97,10.1,6,0,1,0,1,0,0
3244,0.53,15.1,520,22.0,136.0,7.94,0.35,9.4,7,1,1,0,0,0,0
3245,0.33,1.9,280,23.0,93.0,8.34,0.7,12.0,9,1,0,0,1,0,0
3246,0.5,7.6,470,54.0,184.0,8.17,0.45,9.2,7,1,1,0,0,0,0
3247,0.68,1.6,460,22.0,130.0,8.02,0.45,10.4,8,1,1,0,1,0,0
3248,0.29,6.2,460,39.0,151.0,8.6,0.44,10.6,8,1,1,0,1,0,0
3249,0.32,2.0,510,29.0,130.0,8.3,0.5,10.4,8,1,0,1,0,0,0
3250,0.18,7.7,430,57.0,200.0,8.17,0.44,9.4,8,1,0,1,0,0,0
3251,0.0,2.0,830,17.0,24.0,8.59,0.55,11.2,4,0,0,0,0,0,1
3252,0.26,5.2,420,33.0,112.0,8.06,0.5,12.3,9,1,0,1,0,0,0
3253,0.22,10.2,490,57.0,191.0,8.08,0.4,9.3,8,1,0,1,0,0,0
3254,0.44,2.2,750,10.0,24.0,8.07,0.84,9.2,7,0,1,0,0,0,0
3255,0.25,6.65,320,30.0,138.0,7.9,0.37,11.1,7,1,0,1,0,0,0
3256,0.4,1.7,670,8.0,20.0,8.39,0.6,10.5,5,0,1,0,0,0,0
3257,0.19,7.1,480,36.0,110.0,8.26,0.41,9.5,8,1,1,0,1,0,0
3258,0.27,2.4,480,30.0,149.0,8.1,0.51,9.2,8,1,1,0,0,0,0
3259,0.29,10.5,400,21.0,145.0,8.04,0.35,9.4,7,1,0,1,0,0,0
3260,0.33,12.7,490,50.0,183.0,8.41,0.4,9.8,7,1,1,0,0,0,0
3261,0.26,3.4,690,25.0,146.0,8.18,0.4,9.3,7,1,1,0,1,1,0
3263,0.54,8.5,820,64.0,163.0,7.89,0.39,8.8,8,1,1,0,1,0,0
3264,0.29,1.1,350,44.0,140.0,8.17,0.55,10.7,9,1,1,0,1,0,0
3265,0.34,3.6,820,5.0,14.0,8.29,0.52,10.7,6,0,0,1,0,1,0
3266,0.2,17.9,660,36.0,161.0,8.14,0.51,8.8,7,1,0,1,0,0,0
3267,0.3,6.2,400,49.0,139.0,8.17,0.27,13.6,8,1,0,1,0,0,0
3268,0.34,1.2,400,29.0,118.0,8.14,0.41,10.6,8,1,1,0,0,0,0
3271,0.3,13.6,550,50.0,180.0,8.44,0.39,9.8,7,1,1,0,0,0,0
3272,0.49,3.2,780,20.0,78.0,8.19,0.7,10.0,6,0,0,1,0,0,0
3273,0.46,5.0,400,3.0,29.0,8.04,0.53,12.5,6,1,0,1,0,0,0
3274,0.09,2.3,650,34.0,45.0,8.46,0.74,12.7,8,0,0,1,0,1,0
3276,0.28,8.3,620,22.0,166.0,8.16,0.72,10.6,7,1,0,1,0,0,0
3277,0.74,7.8,450,52.0,209.0,8.21,0.42,9.2,8,1,1,0,0,0,0
3278,0.31,1.4,530,34.0,114.0,8.39,0.77,10.6,8,1,1,0,0,0,0
3279,0.32,6.5,270,20.0,167.0,8.08,0.43,10.6,7,1,1,0,0,1,0
3280,0.09,2.2,630,9.0,18.0,8.42,0.69,11.3,6,0,1,0,0,1,0
3281,0.68,4.1,1140,6.0,24.0,8.06,0.66,13.4,6,0,1,0,0,1,0
3282,0.28,5.7,380,56.0,189.5,8.59,0.43,10.6,9,1,1,0,1,0,0
3283,0.32,1.0,400,39.0,118.0,8.31,0.4,13.1,10,1,1,0,1,0,0
3284,0.34,7.8,360,49.0,128.0,8.21,0.4,10.7,8,1,1,0,0,0,0
3285,0.0,5.6,330,8.0,31.0,8.32,0.51,10.5,6,1,1,0,1,1,0
3286,0.5,2.3,790,28.0,71.0,8.5,0.57,9.7,5,0,1,0,1,1,0
3287,0.32,10.05,450,37.0,131.0,8.09,0.33,11.7,10,1,0,1,0,0,0
3288,0.0,2.4,770,18.0,29.0,8.32,0.6,10.0,6,0,1,0,1,1,0
3289,0.2,2.0,750,9.0,39.0,8.48,0.62,9.3,5,0,0,1,0,1,0
3290,0.32,1.3,370,39.0,123.0,8.17,0.42,11.2,10,1,1,0,0,0,0
3292,0.19,5.6,420,22.0,143.0,8.15,0.63,9.9,7,1,0,1,0,0,0
3293,0.31,5.3,1370,35.0,163.0,8.2,0.38,9.3,7,1,1,0,0,0,0
3294,0.45,8.3,500,52.0,196.0,8.18,0.48,9.5,7,1,1,0,0,0,0
3295,0.16,6.8,340,65.0,212.0,8.08,0.39,9.0,8,1,1,0,0,0,0
3296,0.36,2.0,890,15.0,55.0,8.31,0.57,10.4,4,0,1,0,1,1,0
3297,0.29,16.85,540,23.0,135.0,8.16,0.38,9.0,8,1,0,1,0,0,0
3298,0.23,3.3,520,34.0,113.0,8.16,0.48,8.4,7,1,0,1,0,0,0
3299,0.22,2.0,1000,7.0,27.0,8.2,0.56,10.2,6,0,0,1,0,1,0
3300,0.66,15.9,460,26.0,164.0,8.14,0.5,8.8,8,1,0,1,0,0,0
3301,0.26,5.1,510,16.0,119.0,8.15,0.41,9.2,7,1,0,1,0,0,0
3302,0.26,5.45,160,26.0,90.0,7.84,0.54,13.2,9,1,1,0,0,1,0
3303,0.49,9.1,310,46.0,151.0,8.16,0.27,12.7,10,1,1,0,0,1,0
3304,0.0,0.8,370,30.0,95.0,8.1,0.4,10.9,6,1,0,1,0,1,0
3305,0.29,1.4,390,13.0,67.0,8.05,0.49,10.9,8,1,1,0,0,0,0
3306,0.3,7.9,390,14.0,118.0,7.96,0.34,10.4,7,1,1,0,0,0,0
3307,0.24,1.2,440,20.0,102.0,8.28,0.42,10.9,7,1,1,0,0,0,0
3308,0.4,7.5,490,12.0,76.0,8.06,0.84,9.7,8,1,1,0,0,0,0
3309,0.41,8.2,500,15.0,122.0,8.39,0.49,9.3,7,1,1,0,0,1,0
3310,0.38,1.2,290,31.0,132.0,8.28,0.36,12.4,8,1,1,0,0,0,0
3311,0.18,6.4,410,28.0,120.0,8.27,0.5,9.9,7,1,1,0,0,0,0
3312,0.17,2.9,870,20.0,53.0,8.14,0.61,9.4,5,0,0,1,0,1,0
3313,0.36,2.5,300,12.0,73.0,8.22,0.48,10.8,8,1,1,0,0,1,0
3314,0.28,1.3,270,26.0,101.0,8.35,0.38,12.5,9,1,1,0,0,0,0
3315,0.34,2.7,320,24.0,121.0,8.14,0.38,12.4,9,1,1,0,0,0,0
3316,0.43,13.0,390,64.0,233.0,8.08,0.38,8.9,7,1,1,0,0,0,0
3317,0.0,6.4,460,43.0,166.0,8.3,0.63,9.9,8,1,0,1,0,0,0
3318,0.34,1.2,600,26.0,111.0,8.51,0.47,10.7,8,1,1,0,0,0,0
3319,0.28,10.0,550,56.0,131.0,8.22,0.35,10.9,8,1,1,0,0,0,0
3321,0.26,5.2,430,40.0,176.0,8.17,0.41,12.3,8,1,1,0,0,1,0
3322,0.25,6.9,560,44.0,201.0,8.19,0.4,9.1,8,1,1,0,0,0,0
3323,0.33,2.8,340,15.0,85.0,8.28,0.51,13.4,8,1,1,0,0,1,0
3324,0.24,8.45,310,32.0,172.0,8.39,0.57,9.7,9,1,1,0,0,0,0
3325,0.39,7.8,380,61.0,219.0,8.19,0.5,9.4,7,1,0,1,0,0,0
3326,0.37,1.8,320,60.0,156.0,8.11,0.35,11.1,8,1,1,0,0,0,0
3327,0.41,12.9,440,79.5,183.0,8.24,0.78,10.2,8,1,1,0,1,0,0
3328,0.37,15.0,530,59.0,178.0,8.37,0.82,9.5,9,1,1,0,0,0,0
3329,0.42,1.6,570,18.0,30.0,8.29,0.69,11.2,6,0,1,0,1,0,0
3330,0.32,2.2,820,7.0,54.0,8.36,0.52,9.4,5,0,1,0,1,1,0
3331,0.41,2.9,390,48.0,122.0,8.25,0.43,12.0,7,1,1,0,0,0,0
3332,0.66,5.8,830,7.0,42.0,8.07,0.73,10.0,7,0,1,0,1,1,0
3333,0.39,12.4,650,29.0,119.0,8.16,0.39,9.4,7,1,0,1,0,0,0
3334,0.32,16.5,450,44.0,166.0,8.38,0.46,9.5,8,1,1,0,0,0,0
3335,0.29,3.7,480,14.0,73.0,8.06,0.45,11.4,8,1,1,0,0,0,0
3336,0.25,2.8,750,9.0,104.0,8.23,0.57,9.7,5,0,0,1,0,1,0
3337,0.63,2.9,720,10.0,26.0,8.16,0.78,12.5,7,0,1,0,0,1,0
3338,0.08,1.9,680,28.0,38.0,8.42,0.82,9.5,6,0,1,0,1,1,0
3339,0.49,1.4,750,3.0,6.0,8.13,0.63,10.4,5,0,1,0,0,1,0
3340,0.33,10.4,310,47.0,194.0,8.07,0.58,9.6,8,1,0,1,0,0,0
3341,0.33,7.4,370,58.0,205.0,8.26,0.41,9.6,7,1,1,0,0,0,0
3342,0.38,8.1,460,24.0,155.0,8.33,0.59,10.2,8,1,1,0,0,0,0
3343,0.52,7.9,490,35.0,192.0,8.16,0.51,9.5,8,1,1,0,0,0,0
3344,0.04,18.6,390,38.0,128.0,8.37,0.57,10.2,8,1,1,0,0,1,0
3345,0.35,0.7,510,24.0,111.0,8.37,0.43,11.0,5,1,1,0,0,0,0
3346,0.27,1.4,570,33.0,152.0,8.22,0.56,9.5,8,1,1,0,0,0,0
3347,0.37,16.95,480,43.0,190.0,8.03,0.42,9.2,8,1,1,0,0,0,0
3348,0.31,18.3,460,40.0,142.0,8.3,0.41,8.7,7,1,1,0,0,0,0
3349,0.48,2.1,1250,15.0,49.0,8.03,0.81,9.7,6,0,1,0,0,1,0
3350,0.37,11.3,430,64.0,173.0,8.08,0.53,9.9,8,1,1,0,0,0,0
3351,0.3,2.0,330,28.0,92.0,8.39,0.69,10.9,9,1,1,0,0,0,0
3352,0.24,2.6,780,28.0,139.0,8.21,0.57,9.5,5,0,0,1,0,1,0
3353,0.43,2.0,710,14.0,24.0,8.45,0.87,11.2,7,0,0,1,0,0,0
3354,0.26,18.35,840,33.0,139.0,8.17,0.39,8.8,7,1,1,0,0,0,0
3355,0.24,2.5,850,16.0,53.0,8.06,0.72,11.0,6,0,1,0,1,1,0
3356,0.31,1.9,820,8.0,24.0,8.24,0.69,10.6,6,0,1,0,0,1,0
3357,0.31,19.25,430,38.0,167.0,7.93,0.52,9.1,9,1,1,0,1,0,0
3358,0.21,6.3,410,50.0,218.0,8.15,0.6,10.0,7,1,0,1,0,0,0
3359,0.43,1.4,440,22.0,113.0,8.22,0.62,10.6,8,1,1,0,0,0,0
3360,0.05,1.4,450,12.0,88.0,8.56,0.82,12.9,8,0,1,0,0,0,1
3361,0.33,2.4,760,11.0,47.0,8.27,0.81,11.0,6,0,0,1,0,0,0
3362,0.34,2.5,820,26.0,35.0,8.22,0.59,12.5,7,0,0,1,0,0,0
3363,0.42,1.1,430,63.0,146.0,8.13,0.72,11.2,9,1,1,0,1,0,0
3365,0.0,6.5,280,33.0,163.0,8.36,0.61,9.9,8,1,0,1,0,0,0
3366,0.22,4.6,220,29.0,107.0,8.33,0.54,13.8,8,1,1,0,0,0,0
3367,0.23,9.65,260,26.0,119.0,8.18,0.53,12.2,8,1,0,1,0,0,0
3368,0.4,15.4,520,81.0,198.0,8.2,0.69,9.4,7,1,1,0,0,0,0
3369,0.46,1.6,390,38.0,123.0,8.38,0.51,9.7,8,1,1,0,1,0,0
3370,0.34,18.35,540,44.0,197.0,8.22,0.55,9.0,7,1,0,1,0,0,0
3371,0.35,4.6,320,32.0,148.0,8.15,0.45,11.5,9,1,0,1,0,0,0
3372,0.29,7.6,350,37.0,122.0,8.16,0.34,12.0,7,1,0,1,0,0,0
3373,0.49,5.8,530,25.0,120.0,8.01,0.98,10.5,8,1,1,0,0,0,0
3374,0.45,7.7,220,31.0,97.0,8.2,0.7,12.7,9,1,0,1,0,0,0
3375,0.2,0.9,540,5.0,126.0,8.1,0.42,10.4,8,1,1,0,0,1,0
3376,0.04,1.4,360,43.0,119.0,8.36,0.33,12.1,10,1,1,0,0,1,0
3377,0.58,7.9,410,62.0,180.0,8.07,0.38,9.0,7,1,1,0,0,0,0
3378,0.44,1.9,360,10.0,119.0,8.01,0.7,12.8,8,1,1,0,0,0,0
3379,0.25,2.0,1040,8.0,21.0,8.27,0.72,9.6,5,0,0,1,0,1,0
3380,0.34,1.3,350,54.0,110.0,8.07,0.55,11.0,9,1,1,0,0,0,0
3381,0.28,8.5,300,25.0,191.0,8.16,0.46,12.2,9,1,1,0,0,0,0
3382,0.24,10.3,570,64.0,185.0,8.12,0.5,10.6,8,1,1,0,1,0,0
3383,0.39,3.3,1140,24.0,140.0,8.09,0.45,9.2,8,1,0,1,0,0,0
3384,0.32,1.8,480,25.0,113.0,8.11,0.47,11.1,8,1,1,0,0,0,0
3385,0.15,1.45,380,10.0,44.0,8.52,0.4,11.6,6,1,1,0,0,1,0
3386,0.64,2.2,1110,6.0,20.0,8.26,0.66,11.7,6,0,1,0,0,1,0
3387,0.72,17.55,420,62.0,233.0,7.92,0.68,9.4,6,1,1,0,1,1,0
3388,0.47,1.8,1180,6.0,14.0,8.3,0.75,9.8,6,0,0,1,0,0,0
3389,0.12,5.9,410,34.0,190.0,8.16,0.72,10.0,7,1,0,1,0,0,0
3390,0.35,1.1,540,13.0,136.0,8.08,0.55,9.5,7,1,1,0,0,0,0
3391,0.66,3.1,1090,10.0,23.0,8.15,0.85,10.4,7,0,1,0,0,1,0
3392,0.49,2.5,880,39.0,106.0,8.36,0.78,11.0,5,0,0,1,0,0,0
3393,0.29,2.5,590,37.0,115.0,8.09,0.37,9.8,7,1,1,0,0,0,0
3395,0.46,6.9,470,59.0,183.0,8.2,0.45,9.3,7,1,1,0,0,0,0
3396,0.22,2.4,940,5.0,33.0,8.37,0.58,11.0,5,0,1,0,1,1,0
3397,0.28,10.4,490,57.0,205.0,8.24,0.45,9.3,7,1,1,0,0,1,0
3398,0.28,3.2,350,16.0,117.0,8.26,0.42,12.6,8,1,1,0,0,0,0
3399,0.24,4.9,1580,47.0,144.0,8.17,0.49,9.4,7,1,1,0,0,1,0
3400,0.39,1.5,800,41.0,55.0,8.47,0.73,10.9,6,0,0,1,0,0,0
3402,0.37,1.65,250,42.0,103.0,8.11,0.45,11.4,7,1,1,0,0,0,0
3403,0.33,3.5,490,10.0,40.0,8.14,0.36,9.8,8,1,1,0,0,0,0
3404,0.49,7.7,490,61.0,209.0,8.14,0.3,11.1,9,1,1,0,0,0,0
3405,0.3,1.8,730,31.0,70.0,8.42,0.59,9.5,6,0,0,1,0,0,0
3406,0.21,2.2,880,21.0,39.0,8.33,0.83,11.1,6,0,0,1,0,1,0
3407,0.34,2.5,730,16.0,47.0,8.4,0.78,11.3,7,0,1,0,0,0,0
3408,0.31,2.3,500,32.0,156.0,8.14,0.51,11.4,8,1,1,0,0,0,0
3409,0.36,8.1,350,60.0,163.0,8.05,0.3,10.3,8,1,1,0,0,0,0
3410,0.32,2.0,440,34.0,90.0,8.37,0.68,11.0,9,1,0,1,0,0,0
3411,0.33,8.5,420,29.0,141.0,8.28,0.6,10.4,7,1,1,0,0,0,0
3412,0.32,3.7,410,26.0,76.0,7.9,0.57,10.5,9,1,1,0,1,0,0
3413,0.13,4.5,390,17.0,116.0,8.42,0.9,13.7,9,1,1,0,0,1,0
3414,0.28,3.0,400,19.0,98.0,8.25,0.47,11.1,8,1,1,0,0,0,0
3415,0.29,9.5,420,56.0,157.0,8.11,0.51,10.1,8,1,1,0,0,0,0
3416,0.28,1.3,510,37.0,187.0,8.27,0.6,10.3,7,1,0,1,0,0,0
3417,0.31,6.0,200,18.0,68.0,8.22,0.29,13.4,9,1,0,1,0,0,0
3418,0.38,8.1,500,42.0,173.0,8.3,0.54,9.8,8,1,1,0,0,0,0
3419,0.45,4.2,430,52.0,131.0,8.06,0.54,11.3,8,1,1,0,1,0,0
3420,0.12,1.9,910,34.0,124.0,8.44,0.48,10.5,5,0,0,1,0,1,0
3421,0.55,16.6,560,53.0,238.0,7.96,0.58,8.7,8,1,0,1,0,0,0
3422,0.24,3.3,1010,20.0,47.0,8.26,0.67,9.6,5,0,0,1,0,1,0
3423,0.3,3.8,360,34.0,88.0,8.25,0.63,12.5,9,1,0,1,0,0,0
3424,0.45,8.3,500,52.0,196.0,8.18,0.48,9.5,7,1,1,0,0,0,0
3425,0.34,8.0,570,19.0,101.0,7.99,0.59,9.4,7,1,1,0,0,0,0
3426,0.26,1.7,330,61.0,134.0,8.19,0.81,11.9,9,1,1,0,0,0,0
3427,0.58,8.2,320,29.0,169.0,8.28,0.44,12.2,8,1,0,1,0,1,0
3428,0.71,17.35,380,61.0,228.0,7.95,0.75,9.3,7,1,0,1,0,1,0
3429,0.28,2.7,480,49.0,165.0,8.26,0.72,9.5,8,1,1,0,0,0,0
3430,0.33,2.4,800,24.0,144.0,8.3,0.6,9.5,5,0,0,1,0,1,0
3431,0.04,2.2,920,13.0,26.0,8.46,0.47,10.0,5,0,0,1,0,1,0
3432,0.28,7.25,280,14.0,78.0,7.94,0.37,11.5,9,1,1,0,0,0,0
3433,0.37,1.6,490,23.0,94.0,8.16,0.48,10.9,9,1,1,0,0,0,0
3435,0.19,8.2,510,53.0,187.0,8.16,0.52,9.7,7,1,1,0,0,0,0
3436,0.29,1.2,440,12.0,143.0,8.2,0.48,11.3,9,1,1,0,1,0,0
3437,0.26,7.3,700,36.0,121.0,8.37,0.49,9.4,5,0,1,0,1,1,0
3438,0.32,3.6,260,39.0,138.0,8.31,0.37,13.1,9,1,1,0,0,0,0
3439,0.31,7.35,340,37.0,154.0,8.06,0.31,10.8,7,1,1,0,0,0,0
3440,0.31,8.95,550,20.0,151.0,8.08,0.54,9.3,7,1,1,0,0,0,0
3441,0.28,1.4,390,12.0,83.0,8.18,0.65,11.1,7,1,1,0,0,0,0
3442,0.07,2.4,900,11.0,37.0,8.43,0.76,9.7,6,0,1,0,1,1,0
3443,0.18,1.4,560,13.0,137.0,8.11,0.42,9.5,7,1,1,0,0,0,0
3444,0.44,18.75,570,65.0,224.0,8.11,0.53,9.1,7,1,0,1,0,0,0
3445,0.35,1.5,490,49.0,141.0,8.43,0.85,10.2,9,1,1,0,1,0,0
3446,0.25,2.6,810,10.0,37.0,8.46,0.5,11.0,5,0,0,1,0,1,0
3447,0.27,13.9,570,45.0,155.0,7.94,0.41,8.8,10,1,1,0,1,0,0
3448,0.35,12.5,440,26.0,72.0,8.17,0.29,11.6,7,1,0,1,0,0,0
3449,0.31,10.6,350,42.0,143.0,8.08,0.49,9.8,9,1,1,0,1,0,0
3450,0.26,2.0,880,23.0,48.0,8.41,0.74,9.2,6,0,0,1,0,1,0
3452,0.51,4.0,1040,4.0,23.0,8.28,0.97,10.1,6,0,1,0,1,0,0
3453,0.27,11.4,340,40.0,174.0,8.2,0.44,9.0,7,1,1,0,0,0,0
3454,0.19,3.5,680,18.0,101.0,8.03,0.38,9.0,8,1,0,1,0,0,0
3455,0.34,1.6,280,32.0,118.0,8.0,0.38,12.1,9,1,1,0,0,0,0
3456,0.48,1.1,260,23.0,58.0,7.9,0.5,10.5,8,1,1,0,1,0,0
3457,0.16,12.55,510,31.0,115.0,8.4,0.38,10.8,8,1,1,0,0,0,0
3458,0.2,2.0,470,15.0,60.0,8.36,0.44,10.9,5,0,0,1,1,0,0
3459,0.47,11.4,350,49.0,128.0,8.03,0.34,10.5,10,1,1,0,1,0,0
3460,0.34,1.5,930,43.0,136.0,8.25,0.49,9.6,8,1,1,0,1,0,0
3461,0.29,14.4,460,39.0,118.0,8.05,0.5,9.1,8,1,1,0,0,0,0
3462,0.38,7.4,360,20.0,196.0,8.47,0.48,9.1,8,1,0,1,0,0,0
3463,0.29,2.4,380,28.0,76.0,8.01,0.36,11.7,9,1,1,0,0,0,0
3464,0.25,6.2,520,22.0,106.0,8.09,0.54,10.8,7,1,1,0,0,0,0
3465,0.36,10.0,420,33.0,169.0,8.23,0.51,9.3,8,1,0,1,0,0,0
3466,0.09,11.4,440,45.0,204.0,8.15,0.46,9.0,7,1,1,0,0,0,1
3467,0.43,7.6,300,30.0,110.0,8.08,0.59,12.5,10,1,1,0,0,0,0
3468,0.34,9.3,520,19.0,86.0,8.04,0.56,10.0,7,1,1,0,0,0,0
3469,0.04,1.3,360,23.0,121.0,8.24,0.61,9.9,8,1,1,0,0,1,0
3470,0.39,1.45,400,40.0,89.0,8.35,0.4,11.4,9,1,1,0,0,0,0
3472,0.42,5.5,710,28.0,128.0,8.42,0.71,10.5,5,0,1,0,0,1,0
3473,0.31,17.95,620,42.0,187.0,8.27,0.64,9.1,7,1,0,1,0,0,0
3474,0.26,1.7,510,25.0,161.0,8.36,0.6,10.6,6,1,1,0,1,1,0
3475,0.31,4.8,1380,41.0,168.0,8.2,0.38,9.3,7,1,1,0,0,0,0
3476,0.24,1.6,460,15.0,60.0,8.19,0.39,9.8,7,1,1,0,0,0,0
3477,0.24,1.1,410,15.0,65.0,8.61,0.61,10.3,9,1,1,0,1,0,0
3479,0.28,4.9,350,36.0,109.0,8.19,0.58,12.2,9,1,0,1,0,0,0
3480,0.26,1.4,440,46.0,89.0,8.39,0.48,10.7,9,1,1,0,1,0,0
3481,0.54,16.3,470,44.0,181.0,8.04,0.56,8.8,7,1,0,1,0,0,0
3482,0.24,6.5,440,28.0,100.0,8.12,0.33,10.2,8,1,1,0,0,0,0
3483,0.34,16.0,500,51.0,166.0,8.21,0.6,9.2,8,1,1,0,0,0,0
3484,0.36,11.5,960,18.0,92.0,8.11,0.49,9.6,7,1,0,1,0,1,0
3485,0.33,12.8,410,60.0,168.0,8.1,0.56,9.8,7,1,0,1,0,0,0
3486,0.02,2.1,1150,6.0,16.0,8.38,0.69,9.5,5,0,0,1,0,1,0
3487,0.21,2.2,710,7.0,28.0,8.28,0.55,9.7,5,0,0,1,0,1,0
