,song_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
5220,Kung Fu - 2008 Remastered Version,['Ash'],spotify:track:6lUCm1boJqJ0h7ed2VvYKC,0.262,0.963,9,-3.948,1,0.163,0.00798,6.09e-06,0.346,0.49,176.226,spotify:track:6lUCm1boJqJ0h7ed2VvYKC,137347,4
5221,Poney Pt. I,['Vitalic'],spotify:track:2GyrX5kqaQeJskyL8TatIy,0.578,0.718,7,-6.169,1,0.0382,0.000886,0.759,0.0713,0.488,135.997,spotify:track:2GyrX5kqaQeJskyL8TatIy,323000,4
5222,Raunchy,['Bill Justis'],spotify:track:5gsVdCTBKYHzzGcYNg1TXT,0.506,0.742,2,-5.796,1,0.03,0.764,0.767,0.0854,0.731,76.353,spotify:track:5gsVdCTBKYHzzGcYNg1TXT,144827,4
5223,Green Green Grass Of Home,['Tom Jones'],spotify:track:7GdYArQrOAeHZLqbcql8g9,0.544,0.408,8,-13.155,1,0.0272,0.175,0.0,0.0995,0.8,95.414,spotify:track:7GdYArQrOAeHZLqbcql8g9,184267,4
5224,Organ Grinder’s Swing,['Jimmie Lunceford'],spotify:track:5dHhV2Fr6W63W9RQaIiAJB,0.594,0.0912,3,-14.511,0,0.0478,0.969,0.0541,0.155,0.37,115.72,spotify:track:5dHhV2Fr6W63W9RQaIiAJB,162093,4
5225,He's Sure the Boy I Love,['The Crystals'],spotify:track:2pPoVIsSNkCLbDCVaD6AHe,0.523,0.67,2,-7.288,1,0.0585,0.468,1.4e-05,0.201,0.878,137.324,spotify:track:2pPoVIsSNkCLbDCVaD6AHe,163480,4
5226,Nobody Knows You When You're Down and Out - 78rpm Version,['Bessie Smith'],spotify:track:1NgjW8K5Qbn7tYQW52hGgo,0.601,0.0424,4,-12.099,1,0.0571,0.996,0.00178,0.185,0.185,89.87,spotify:track:1NgjW8K5Qbn7tYQW52hGgo,176133,4
5227,My Cherie Amour,['Stevie Wonder'],spotify:track:6Udg88zGCFc2xA9M4EavzH,0.57,0.523,6,-11.052,1,0.0277,0.282,2.69e-06,0.248,0.508,101.137,spotify:track:6Udg88zGCFc2xA9M4EavzH,173307,4
5228,More Than Words,['Extreme'],spotify:track:7z0JcZ8PQoAfUaLIXvbyTH,0.621,0.144,6,-14.201,1,0.0298,0.464,0.0,0.12,0.255,91.354,spotify:track:7z0JcZ8PQoAfUaLIXvbyTH,335947,4
5229,Burning of the Midnight Lamp,['Jimi Hendrix'],spotify:track:36SULeBeglappJysOY6WzQ,0.331,0.845,0,-7.55,1,0.0889,0.411,0.000412,0.124,0.525,76.698,spotify:track:36SULeBeglappJysOY6WzQ,219613,4
5230,1977,['The Clash'],spotify:track:3EUCpv2wbVRAELlGE65P0L,0.48,0.882,0,-6.983,1,0.0707,0.014,4.46e-06,0.124,0.905,159.753,spotify:track:3EUCpv2wbVRAELlGE65P0L,99920,4
5231,Rock On,['David Essex'],spotify:track:0uPIwcT6OdJ5BAJdYkxVp9,0.676,0.292,11,-14.448,1,0.34,0.723,0.00189,0.433,0.649,74.798,spotify:track:0uPIwcT6OdJ5BAJdYkxVp9,204187,4
5232,Pan American Blues,['Deford Bailey'],spotify:track:5r7wv32x1jSJuGy5pKCdep,0.711,0.804,4,-9.17,1,0.348,0.993,0.335,0.093,0.222,106.558,spotify:track:5r7wv32x1jSJuGy5pKCdep,174467,4
5233,Soldier Boy,['The Shirelles'],spotify:track:6QG3xw2QAYjq79bd4mROMc,0.597,0.211,10,-17.786,1,0.0257,0.393,6.95e-06,0.141,0.751,98.381,spotify:track:6QG3xw2QAYjq79bd4mROMc,161600,4
5234,So Far Away,['Carole King'],spotify:track:7xyLWH5wZj76nbELj5pZjp,0.488,0.172,2,-14.264,1,0.0372,0.895,3.52e-05,0.0753,0.362,143.631,spotify:track:7xyLWH5wZj76nbELj5pZjp,235627,4
5235,Ben's My Friend,['Sun Kil Moon'],spotify:track:6WJAZ2TUnaKUv9aKkOGokD,0.681,0.576,3,-6.782,1,0.0392,0.854,4.33e-05,0.103,0.612,93.073,spotify:track:6WJAZ2TUnaKUv9aKkOGokD,316627,4
5236,Open My Eyes,['The Nazz'],spotify:track:25AxgAOxSGqVWdZ0BGMpLl,0.318,0.777,9,-7.525,1,0.103,0.0126,0.0,0.198,0.521,77.858,spotify:track:25AxgAOxSGqVWdZ0BGMpLl,164947,4
5237,"Stealin', Stealin' - Remastered 2002",['Memphis Jug Band'],spotify:track:66w4ZqTOYRKOXjWOvrAVRa,0.496,0.254,7,-14.029,1,0.0499,0.805,0.0,0.282,0.725,154.954,spotify:track:66w4ZqTOYRKOXjWOvrAVRa,178440,4
5238,Sweet Virginia,['The Rolling Stones'],spotify:track:5kg6Ne9iG1QabRQxEUSIKK,0.477,0.74,9,-5.397,1,0.0446,0.502,1.31e-06,0.263,0.56,107.384,spotify:track:5kg6Ne9iG1QabRQxEUSIKK,266560,4
5239,Hula Girl,['Sol Hoopii'],spotify:track:0ChM6vfvIj2CHIM8pdkI2f,0.808,0.535,2,-10.143,1,0.107,0.987,0.306,0.163,0.88,110.85,spotify:track:0ChM6vfvIj2CHIM8pdkI2f,187587,4
5240,Sólo le pido a dios,['León Gieco'],spotify:track:2oM64LzrwSZSjrZISBkJ20,0.547,0.285,4,-12.351,0,0.0499,0.616,0.0,0.141,0.35,81.661,spotify:track:2oM64LzrwSZSjrZISBkJ20,303926,4
5241,Laughing,['David Crosby'],spotify:track:2R0M2sTlCgW6vPIz26f2b2,0.257,0.395,2,-12.557,1,0.0289,0.00155,0.00219,0.0814,0.405,141.333,spotify:track:2R0M2sTlCgW6vPIz26f2b2,325600,4
5242,Panic in Detroit - 2013 Remaster,['David Bowie'],spotify:track:39H1xVrwxDjeIzq4WMYIod,0.426,0.798,11,-9.3,0,0.0399,0.00622,0.00112,0.0981,0.767,93.655,spotify:track:39H1xVrwxDjeIzq4WMYIod,268646,4
5243,Uncloudy Day,['The Staple Singers'],spotify:track:57O8Ak7YJIt0n7Qb1ZlEIK,0.578,0.341,3,-11.887,1,0.0708,0.987,0.000994,0.128,0.288,94.876,spotify:track:57O8Ak7YJIt0n7Qb1ZlEIK,171973,4
5244,Maggie's Farm,['Bob Dylan'],spotify:track:5rGD8FFgHw74cp3RPhucyg,0.415,0.72,7,-11.177,1,0.0492,0.481,0.0,0.185,0.619,176.785,spotify:track:5rGD8FFgHw74cp3RPhucyg,234627,4
5245,"Hey Man, Nice Shot - Remastered Version",['Filter'],spotify:track:6jc5gHCmrZW1XLcRM3wFlC,0.479,0.588,2,-10.773,1,0.0339,0.00214,0.709,0.319,0.305,177.014,spotify:track:6jc5gHCmrZW1XLcRM3wFlC,314440,4
5246,Till the End of Time,"['Perry Como', 'Russ Case & His Orchestra']",spotify:track:7xCl7CmbOgugNjB2PWSOif,0.366,0.119,8,-15.327,1,0.0337,0.988,0.168,0.0682,0.332,86.216,spotify:track:7xCl7CmbOgugNjB2PWSOif,188307,4
5247,Undercover (Of The Night) - 2009 Re-Mastered Digital Version,['The Rolling Stones'],spotify:track:6DgqroIXRnsTa5Y3Gj0iMI,0.603,0.973,5,-4.454,0,0.176,0.0272,0.00731,0.472,0.408,122.756,spotify:track:6DgqroIXRnsTa5Y3Gj0iMI,273493,4
5248,Blood Bank,['Bon Iver'],spotify:track:7qUoDTmVj07qUf6ZBDhWKl,0.494,0.372,7,-11.89,1,0.0331,0.964,0.0296,0.117,0.25,116.855,spotify:track:7qUoDTmVj07qUf6ZBDhWKl,285160,4
5249,Man in the Box,['Alice In Chains'],spotify:track:6PvpKM4BW48ic8cbM4Vxcg,0.337,0.849,8,-4.604,1,0.0456,0.00136,0.0,0.0904,0.685,106.395,spotify:track:6PvpKM4BW48ic8cbM4Vxcg,286707,4
5250,Who's That Girl,['Madonna'],spotify:track:3G0NNqwQ1sqRpySr6soHlH,0.625,0.646,9,-13.592,0,0.0389,0.214,0.0533,0.0525,0.826,103.893,spotify:track:3G0NNqwQ1sqRpySr6soHlH,239173,4
5251,Are You Sure Hank Done It This Way,['Waylon Jennings'],spotify:track:5Z0Khiz8xgC8AYMr4ctS8Y,0.811,0.646,4,-9.22,1,0.029,0.396,0.391,0.16,0.768,113.833,spotify:track:5Z0Khiz8xgC8AYMr4ctS8Y,174600,4
5252,What's New Pussycat? - With Intro,['Tom Jones'],spotify:track:41yS4MJcWU4rrrrZafnBDa,0.441,0.622,2,-6.402,1,0.126,0.74,0.0,0.206,0.365,183.764,spotify:track:41yS4MJcWU4rrrrZafnBDa,138027,3
5253,Care Of Cell 44,['The Zombies'],spotify:track:5QXqz1KDz8Z8DmfQoxWmmy,0.421,0.58,7,-7.011,1,0.0285,0.265,0.0136,0.0973,0.403,129.959,spotify:track:5QXqz1KDz8Z8DmfQoxWmmy,235827,4
5254,San Francisco,['Foxygen'],spotify:track:4igKl8YqB7HsDP9ZKJbUEy,0.623,0.65,10,-7.953,1,0.0274,0.245,0.000913,0.146,0.879,116.74,spotify:track:4igKl8YqB7HsDP9ZKJbUEy,227907,4
5255,Working in the Coal Mine,['Lee Dorsey'],spotify:track:5GR1Jj5ahZtoR6WqyM5LP4,0.766,0.493,3,-8.571,1,0.0689,0.691,0.0,0.0556,0.921,142.764,spotify:track:5GR1Jj5ahZtoR6WqyM5LP4,169933,4
5256,Can’t Keep Checking My Phone,['Unknown Mortal Orchestra'],spotify:track:0x38UMMhYacciPRK7ETk1M,0.706,0.958,1,-2.839,1,0.0539,0.0532,0.00495,0.249,0.88,114.73,spotify:track:0x38UMMhYacciPRK7ETk1M,256067,4
5257,Ascension (Don't Ever Wonder) - Remastered 2021,['Maxwell'],spotify:track:6l4TNbfPtNAOOlGIfceSaO,0.762,0.459,0,-10.307,1,0.0379,0.111,0.0219,0.147,0.749,96.069,spotify:track:6l4TNbfPtNAOOlGIfceSaO,345976,4
5258,Carissa,['Sun Kil Moon'],spotify:track:4BPorm0Z0NPsnqeQpfua6h,0.628,0.232,10,-11.031,1,0.0306,0.951,0.000198,0.106,0.417,97.204,spotify:track:4BPorm0Z0NPsnqeQpfua6h,415533,3
5259,Something To Remember Me By,['The Horrors'],spotify:track:3iyfg1RwpatVcqfMshEplN,0.626,0.725,0,-8.394,1,0.0285,0.00221,0.686,0.116,0.522,121.017,spotify:track:3iyfg1RwpatVcqfMshEplN,400042,4
5260,It's Not Right But It's Okay,['Whitney Houston'],spotify:track:3M5CUQzQ59GdpADOQiVW99,0.805,0.807,1,-7.076,1,0.0833,0.143,0.000893,0.0729,0.527,127.901,spotify:track:3M5CUQzQ59GdpADOQiVW99,292400,4
5261,Punk Rock Girl,['The Dead Milkmen'],spotify:track:68oq778Oz4cLuI1vf6RkKN,0.559,0.877,2,-5.728,0,0.0463,0.00656,0.0,0.382,0.884,129.449,spotify:track:68oq778Oz4cLuI1vf6RkKN,158840,4
5262,Just Out of Reach (Of My Two Empty Arms),['Solomon Burke'],spotify:track:4hhb3koATBVaSiEZMdbU4a,0.48,0.293,11,-14.683,1,0.0346,0.869,5.59e-05,0.405,0.309,79.833,spotify:track:4hhb3koATBVaSiEZMdbU4a,164493,4
5263,Farmer John,['The Premiers'],spotify:track:59c6B0BBbC3M9qHfOwXMLR,0.515,0.931,6,-8.535,1,0.0727,0.387,0.914,0.509,0.479,123.347,spotify:track:59c6B0BBbC3M9qHfOwXMLR,134907,4
5264,Super Bad - Pt. 1 & 2 / Single Version,"['James Brown', ""The J.B.'s""]",spotify:track:78AmofrwJ2GsBtCdnpLmUy,0.88,0.904,2,-4.739,1,0.0852,0.624,0.00238,0.0621,0.93,125.039,spotify:track:78AmofrwJ2GsBtCdnpLmUy,300733,4
5265,Hats Off To Larry,['Del Shannon'],spotify:track:0VB2AhynOz9qZRNHOgf3VX,0.537,0.523,11,-9.427,1,0.0349,0.76,0.0,0.289,0.729,80.944,spotify:track:0VB2AhynOz9qZRNHOgf3VX,121133,4
5266,Love Hurts,['Nazareth'],spotify:track:4ndDbJMhpCC5DxFOzMmf4t,0.442,0.491,7,-6.598,1,0.0246,0.00693,0.00491,0.114,0.125,79.954,spotify:track:4ndDbJMhpCC5DxFOzMmf4t,232120,4
5267,English Rose,['The Jam'],spotify:track:1sQJKC3jQkuMX1wvMgKcdE,0.53,0.116,8,-20.804,1,0.0373,0.953,0.000337,0.384,0.144,113.824,spotify:track:1sQJKC3jQkuMX1wvMgKcdE,168670,1
5268,Spanish Bombs - Remastered,['The Clash'],spotify:track:6wtmql7FJ7SSLuSw8JD8rX,0.609,0.799,11,-7.902,0,0.0346,0.0458,0.0,0.21,0.77,149.046,spotify:track:6wtmql7FJ7SSLuSw8JD8rX,198867,4
5269,Kiss It Better,['Rihanna'],spotify:track:7bmqcI1HQwx1PWwYyZO0lg,0.619,0.806,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,95.0,spotify:track:7bmqcI1HQwx1PWwYyZO0lg,253080,4
5270,She Does It Right - 2006 Remaster,['Dr. Feelgood'],spotify:track:6Ii2IbnbiRnRlnCrbmgWYg,0.591,0.921,7,-7.826,1,0.0431,0.0535,0.172,0.075,0.813,166.143,spotify:track:6Ii2IbnbiRnRlnCrbmgWYg,202200,4
5271,I Gotta Feeling,['Black Eyed Peas'],spotify:track:70cTMpcgWMcR18t9MRJFjB,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,spotify:track:70cTMpcgWMcR18t9MRJFjB,289133,4
5272,Me And The Devil,['Gil Scott-Heron'],spotify:track:7qifEQoJM6TYDfiZLgZFV0,0.686,0.808,10,-5.516,0,0.0351,0.0154,0.0146,0.103,0.416,83.494,spotify:track:7qifEQoJM6TYDfiZLgZFV0,213707,4
5273,Stay Flo,['Solange'],spotify:track:6GCIYIWUBSLontW6divqsw,0.823,0.558,9,-7.119,1,0.0278,0.397,2.03e-05,0.0821,0.674,155.974,spotify:track:6GCIYIWUBSLontW6divqsw,175707,4
5274,The Mighty Quinn - Stereo Version,['Manfred Mann'],spotify:track:1VyJfVJYZbXVw9wLdSOrlH,0.595,0.581,11,-8.484,1,0.0461,0.0647,0.0,0.0616,0.846,92.994,spotify:track:1VyJfVJYZbXVw9wLdSOrlH,168427,4
5275,Going Down/ Love In An Elevator,['Aerosmith'],spotify:track:2bjLl5MlS0WuR3FeYOF0XL,0.442,0.962,4,-4.056,1,0.0945,0.0303,0.000535,0.19,0.407,93.709,spotify:track:2bjLl5MlS0WuR3FeYOF0XL,338867,4
5276,Jet Airliner,['Steve Miller Band'],spotify:track:3FknqRRBS5F7FXSiJOtBPA,0.585,0.619,5,-12.923,1,0.0324,0.0405,3.48e-05,0.326,0.933,122.872,spotify:track:3FknqRRBS5F7FXSiJOtBPA,265840,4
5277,Waters of Nazareth,['Justice'],spotify:track:11gt7zGpg5tYzUB7r1OSqY,0.612,0.835,2,-5.087,1,0.0719,4.27e-05,0.901,0.586,0.0363,123.923,spotify:track:11gt7zGpg5tYzUB7r1OSqY,265173,4
5278,Mejor,['Los Brincos'],spotify:track:2a0xS8Vy4k6rXm8qcR3Ljw,0.621,0.57,2,-8.774,1,0.03,0.141,0.0,0.115,0.536,118.291,spotify:track:2a0xS8Vy4k6rXm8qcR3Ljw,168760,4
5279,Wanted Man,['Johnny Cash'],spotify:track:52rWZajfmiprmZklqkpXAR,0.713,0.459,2,-10.796,1,0.0496,0.414,1.98e-05,0.117,0.755,91.384,spotify:track:52rWZajfmiprmZklqkpXAR,170840,4
5280,Welcome to Paradise,['Green Day'],spotify:track:5kr3j5Clb9rjEposoMyLVt,0.37,0.96,3,-4.162,0,0.0378,0.000241,0.0116,0.0563,0.717,89.428,spotify:track:5kr3j5Clb9rjEposoMyLVt,224133,4
5281,Flowers On the Wall,['The Statler Brothers'],spotify:track:7ledv9CTjqdwnvHgRmETyZ,0.784,0.451,8,-11.225,0,0.0723,0.792,4.09e-05,0.115,0.78,100.303,spotify:track:7ledv9CTjqdwnvHgRmETyZ,138800,4
5282,Up For The Down Stroke,['Parliament'],spotify:track:7IuTJEZLSWGfhXNCqJL9n7,0.656,0.943,6,-6.028,0,0.086,0.549,0.00102,0.548,0.579,94.224,spotify:track:7IuTJEZLSWGfhXNCqJL9n7,307987,4
5283,And the Beat Goes On,['The Whispers'],spotify:track:5rc28C9Ym7zIAypx3QGcnv,0.8,0.608,11,-9.777,0,0.112,0.0711,0.000361,0.0466,0.841,113.196,spotify:track:5rc28C9Ym7zIAypx3QGcnv,296027,4
5284,I Just Called To Say I Love You,['Stevie Wonder'],spotify:track:4ruHS8PIYMhRD9D5FXYgqM,0.719,0.45,1,-13.445,1,0.0259,0.212,0.0,0.0951,0.563,113.647,spotify:track:4ruHS8PIYMhRD9D5FXYgqM,376307,4
5285,Pas assez de toi,['Mano Negra'],spotify:track:74mGZvEpNXgMY8qM0CfD3k,0.65,0.676,0,-10.523,1,0.0301,0.507,0.0,0.18,0.735,96.96,spotify:track:74mGZvEpNXgMY8qM0CfD3k,140693,4
5286,X Offender - Remastered,['Blondie'],spotify:track:2Yn7a6j6jWq9xzQFP2myDS,0.368,0.802,4,-6.173,1,0.0518,0.0262,0.000653,0.242,0.797,153.113,spotify:track:2Yn7a6j6jWq9xzQFP2myDS,194533,4
5287,The Sun Rising,['The Beloved'],spotify:track:1uNUMDIXH72r3VgpvaJsCD,0.54,0.71,6,-8.996,0,0.0329,0.00444,0.893,0.107,0.481,120.097,spotify:track:1uNUMDIXH72r3VgpvaJsCD,305800,4
5288,Excuses,['The Morning Benders'],spotify:track:2ARB3fKvRkMGhAtZuTnE5J,0.438,0.806,5,-5.717,1,0.0395,0.365,0.0551,0.237,0.489,96.156,spotify:track:2ARB3fKvRkMGhAtZuTnE5J,317427,3
5289,A View to a Kill,['Duran Duran'],spotify:track:3O9zeBmAi5JRBMSpIQGx2v,0.706,0.814,1,-5.405,1,0.0569,0.0159,0.0,0.262,0.778,125.472,spotify:track:3O9zeBmAi5JRBMSpIQGx2v,217693,4
5290,Sally MacLennane,['The Pogues'],spotify:track:2779hybiMKwid1gcrFVMzH,0.498,0.806,2,-8.684,1,0.0661,0.00269,0.0,0.164,0.741,146.622,spotify:track:2779hybiMKwid1gcrFVMzH,165493,4
5291,Natural Blues,['Moby'],spotify:track:4WfZVKTmZodA5XIvzv84w2,0.677,0.649,10,-7.865,0,0.0316,0.0416,0.0433,0.288,0.651,107.986,spotify:track:4WfZVKTmZodA5XIvzv84w2,253773,4
5292,Look What You Done For Me,['Al Green'],spotify:track:5vMFdxWvoBj6ikAcbARLgs,0.588,0.42,10,-15.128,1,0.0408,0.411,0.0,0.112,0.82,95.579,spotify:track:5vMFdxWvoBj6ikAcbARLgs,186893,4
5293,Shoop,['Salt-N-Pepa'],spotify:track:0ipLnUeK5PODrTKyT3wVGT,0.939,0.68,0,-7.29,1,0.219,0.0881,0.0,0.0554,0.81,96.916,spotify:track:0ipLnUeK5PODrTKyT3wVGT,248573,4
5294,Treason,['The Teardrop Explodes'],spotify:track:4ZhRe5djCu2OKT6nfL3B9H,0.407,0.685,2,-7.271,1,0.0305,0.00203,0.0,0.14,0.893,143.136,spotify:track:4ZhRe5djCu2OKT6nfL3B9H,177947,4
5295,Peter Gunn,['Henry Mancini'],spotify:track:3PO23bBM6JndMyZ0Nx6Bfx,0.473,0.642,10,-8.822,0,0.0459,0.489,0.455,0.238,0.624,119.181,spotify:track:3PO23bBM6JndMyZ0Nx6Bfx,126333,4
5296,Ferry Cross the Mersey - Mono; 2002 Remaster,['Gerry & The Pacemakers'],spotify:track:4aSw1QJIMwYSoDEgzgdCJL,0.405,0.365,6,-10.226,0,0.0289,0.255,4.68e-06,0.163,0.588,104.536,spotify:track:4aSw1QJIMwYSoDEgzgdCJL,141987,4
5297,Greetings,['Half Pint'],spotify:track:3FVh3DuDS90PNWJwt8g9Aa,0.789,0.708,7,-4.472,1,0.158,0.133,0.0,0.0767,0.6,144.286,spotify:track:3FVh3DuDS90PNWJwt8g9Aa,218253,4
5298,Boys,['Lizzo'],spotify:track:0j77ikAaghcss4idQVcAXT,0.892,0.588,1,-4.287,0,0.11,0.00319,0.000162,0.0498,0.753,120.042,spotify:track:0j77ikAaghcss4idQVcAXT,172630,4
5299,Soul on Fire,['LaVern Baker'],spotify:track:5bTF0ISh7vBiaxC83cNJMB,0.574,0.284,3,-9.087,1,0.0363,0.859,0.0,0.114,0.672,68.07,spotify:track:5bTF0ISh7vBiaxC83cNJMB,185387,4
5300,Ya Ya,['Lee Dorsey'],spotify:track:3LWeo8qGWsvpnZT8mBqYnU,0.751,0.608,5,-9.64,1,0.0481,0.855,0.000522,0.195,0.96,140.553,spotify:track:3LWeo8qGWsvpnZT8mBqYnU,147160,4
5301,Oh Carolina,['Shaggy'],spotify:track:6uufzRkA8oCsvnz2QSoJ4J,0.816,0.913,5,-5.042,0,0.0997,0.469,0.0,0.331,0.915,124.578,spotify:track:6uufzRkA8oCsvnz2QSoJ4J,194213,4
5302,Lover Man,['Charlie Parker'],spotify:track:38gPoqFcbknHyGd5UzVl7j,0.566,0.104,8,-15.242,1,0.0454,0.971,0.781,0.145,0.419,66.69,spotify:track:38gPoqFcbknHyGd5UzVl7j,202432,4
5303,Poptones,['Public Image Ltd.'],spotify:track:2KRT2KBz6AGGXQhD0HaEro,0.453,0.572,9,-12.718,1,0.0299,1.81e-06,0.0455,0.0737,0.361,132.245,spotify:track:2KRT2KBz6AGGXQhD0HaEro,466303,4
5304,Andy,['Les Rita Mitsouko'],spotify:track:1QZ7Co5mBLhAQf9OFk4ovN,0.816,0.785,0,-6.857,1,0.0425,0.0037,0.0144,0.0884,0.526,105.56,spotify:track:1QZ7Co5mBLhAQf9OFk4ovN,322373,4
5305,Teen Angel,['Mark Dinning'],spotify:track:6KAnRrNIWaD73ilU6T0jW7,0.491,0.122,0,-12.404,1,0.0421,0.916,0.0,0.14,0.363,99.592,spotify:track:6KAnRrNIWaD73ilU6T0jW7,158200,4
5306,Mon Homme,['Mistinguett'],spotify:track:54c99z4cZnbBhPsjdhwMc7,0.524,0.226,0,-14.406,0,0.0741,0.959,2.89e-06,0.617,0.63,98.189,spotify:track:54c99z4cZnbBhPsjdhwMc7,190667,4
5307,Follow You Follow Me,['Genesis'],spotify:track:0D3Ra0iqmNHaLqJsASTEaP,0.507,0.593,7,-10.976,1,0.0346,0.26,0.00368,0.112,0.736,93.107,spotify:track:0D3Ra0iqmNHaLqJsASTEaP,239667,4
5308,Cherry Blossom Girl,['Air'],spotify:track:4m8ttWM8IKXyhpv89E867J,0.436,0.76,1,-7.906,0,0.0374,0.362,0.955,0.13,0.504,75.012,spotify:track:4m8ttWM8IKXyhpv89E867J,219760,4
5309,Footcrab,['Addison Groove'],spotify:track:6yASnwLqMMn0liiCoXmOET,0.649,0.848,2,-5.974,1,0.188,0.000233,0.0244,0.0738,0.396,143.381,spotify:track:6yASnwLqMMn0liiCoXmOET,133521,4
5310,Wrapped Around Your Finger - Remastered 2003,['The Police'],spotify:track:6XloazWCEpPUUJa0REqBXB,0.747,0.448,9,-11.522,0,0.0345,0.0904,0.000185,0.0631,0.608,127.689,spotify:track:6XloazWCEpPUUJa0REqBXB,313707,4
5311,Vietnam,['Jimmy Cliff'],spotify:track:1axoLMM6Vxr9B8gkjkLnXn,0.848,0.45,11,-10.9,1,0.0481,0.00465,8.33e-06,0.164,0.777,112.225,spotify:track:1axoLMM6Vxr9B8gkjkLnXn,286347,4
5312,El Condor Pasa (If I Could),['Simon & Garfunkel'],spotify:track:1eN42Q7IWRzRBq8eW2Y2TE,0.33,0.214,4,-17.699,0,0.0311,0.836,0.0701,0.178,0.275,147.795,spotify:track:1eN42Q7IWRzRBq8eW2Y2TE,187040,4
5313,No Good Advice,['Girls Aloud'],spotify:track:14J6SgNwlHwCgL5dpjoYRI,0.571,0.869,5,-3.74,0,0.0529,8.97e-05,3.6e-06,0.0407,0.854,148.009,spotify:track:14J6SgNwlHwCgL5dpjoYRI,228218,4
5314,Up With People,['Lambchop'],spotify:track:6bpoT40Qtoxdzu15UYHq9V,0.562,0.542,9,-12.888,1,0.0299,0.367,0.176,0.132,0.518,136.081,spotify:track:6bpoT40Qtoxdzu15UYHq9V,359293,4
5315,White Fire,['Angel Olsen'],spotify:track:67yaluOmyA0dU3AACWkFku,0.243,0.0694,5,-18.86,0,0.0413,0.882,0.000204,0.111,0.0873,173.305,spotify:track:67yaluOmyA0dU3AACWkFku,415840,3
5316,Rather Be (feat. Jess Glynne),"['Clean Bandit', 'Jess Glynne']",spotify:track:3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,spotify:track:3s4U7OHV7gnj42VV72eSZ6,227833,4
5317,Blockbuster,['Sweet'],spotify:track:6lImDMS6vAMyRRifk7Fabg,0.553,0.83,11,-7.777,1,0.074,0.00376,0.736,0.935,0.647,127.228,spotify:track:6lImDMS6vAMyRRifk7Fabg,192067,4
5318,To the End - 2012 Remaster,['Blur'],spotify:track:7u8yddev0YnNFGkZoP8X2t,0.524,0.634,2,-8.968,1,0.0249,0.0166,6.78e-05,0.0895,0.634,96.289,spotify:track:7u8yddev0YnNFGkZoP8X2t,244600,4
5319,Took the Children Away,['Archie Roach'],spotify:track:2PolnevtHIyrxe6CjWYpXx,0.351,0.203,7,-12.881,1,0.0336,0.837,1.97e-06,0.0703,0.325,110.071,spotify:track:2PolnevtHIyrxe6CjWYpXx,324067,4
5320,Tiger Rag,['Art Tatum'],spotify:track:2toW1tAUAEfjdu5q29u8m9,0.515,0.41,3,-13.553,1,0.0351,0.992,0.882,0.27,0.761,62.014,spotify:track:2toW1tAUAEfjdu5q29u8m9,138307,3
5321,Blue Jeans - Album Version - Remastered,['Lana Del Rey'],spotify:track:0lXTIB6m6BOSmHkcxE2bhp,0.562,0.844,3,-4.292,1,0.0641,0.423,0.0,0.08,0.54,117.921,spotify:track:0lXTIB6m6BOSmHkcxE2bhp,209440,4
5322,Civil War,"[""Guns N' Roses""]",spotify:track:4LM3MtaBdn0bTZW1GqzRVd,0.334,0.786,10,-8.773,0,0.0721,0.0832,0.0744,0.322,0.379,139.995,spotify:track:4LM3MtaBdn0bTZW1GqzRVd,462093,4
5323,Blackberry Way,['The Move'],spotify:track:4Zd4dLxjyvUM4n942ik5fj,0.502,0.494,7,-8.337,1,0.0266,0.0168,0.0,0.321,0.448,107.613,spotify:track:4Zd4dLxjyvUM4n942ik5fj,229480,4
5324,Heebie Jeebies,['Louis Armstrong & His Hot Five'],spotify:track:2Xnl6Oio9IKD4GLP1AOOaz,0.668,0.321,1,-10.663,1,0.0916,0.983,2.67e-05,0.141,0.592,164.459,spotify:track:2Xnl6Oio9IKD4GLP1AOOaz,171733,4
5325,Everything Flows,['Teenage Fanclub'],spotify:track:4NuX6byslHEp0TJCgLpYTi,0.275,0.766,10,-14.086,1,0.036,0.0166,0.763,0.0643,0.675,123.303,spotify:track:4NuX6byslHEp0TJCgLpYTi,313293,4
5326,Womanizer,['Britney Spears'],spotify:track:3vIumIBSJlTBkHnTf0bEUv,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,spotify:track:3vIumIBSJlTBkHnTf0bEUv,224400,4
5327,I Hear You Knocking,['Smiley Lewis'],spotify:track:0Zck3bBRmVetLroBkSbPK7,0.559,0.447,3,-11.444,1,0.0276,0.238,4.76e-05,0.201,0.814,83.082,spotify:track:0Zck3bBRmVetLroBkSbPK7,165653,4
5328,Come Softly To Me,['The Fleetwoods'],spotify:track:603N4XGJUTbK760GLCvIIs,0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975,spotify:track:603N4XGJUTbK760GLCvIIs,144933,4
